sr_no,date,startup_name,industry_vertical,subvertical,city_location,investors_name,investment_type,amount_in_usd,remarks,city_clean,industry_clean,amount_clean,date_clean
1529,12/7/2016,HitGrit,Consumer Internet,Online Legal Consultation platform,Chandigarh,"Ashish Mahajan, Sarvesh Sharma",Seed Funding,,,Chandigarh,Consumer Internet,,7/12/2016
1530,12/7/2016,Find My Stay,Consumer Internet,Online Budget Hotel Aggregator & Booking Platform,New Delhi,"Rishi Parti, Yogesh Bansal",Seed Funding,,,New Delhi,Consumer Internet,,7/12/2016
1531,13/07/2016,YAAP,Consumer Internet,"Online Content Discovery, Creation & Distribution Platform",New Delhi,Rainmaker Ventures,Private Equity,"50,00,000",,New Delhi,Consumer Internet,5000000,7/13/2016
1532,13/07/2016,Utoo Cabs,Consumer Internet,Cab aggregation & Rental platform,Chennai,Ajay Piramal,Seed Funding,,,Chennai,Consumer Internet,,7/13/2016
1533,13/07/2016,Twigly,Consumer Internet,Online Food Ordering & Delivery Startup,Gurugram,"Tracxn Labs, Hyderabad Angels, Kunal Shah, Gaurav Bhalotia",Seed Funding,"6,00,000",,Gurugram,Consumer Internet,600000,7/13/2016
1534,13/07/2016,ShareChat,Consumer Internet,Vernacular Language Content Creation & Sharing App,Bengaluru,"SAIF Partners, India Quotient",Private Equity,"13,50,000",,Bengaluru,Consumer Internet,1350000,7/13/2016
1535,13/07/2016,Urban Tailor,Consumer Internet,E-Tailoring service provider,Bengaluru,Unitus Seed Fund,Private Equity,,,Bengaluru,Consumer Internet,,7/13/2016
1536,13/07/2016,RentMojo,Consumer Internet,Online Furniture Renting Platform,Bengaluru,"Accel Partners, IDG Ventures India",Private Equity,"50,00,000",,Bengaluru,Consumer Internet,5000000,7/13/2016
1537,13/07/2016,CityFurnish,Consumer Internet,Online Furniture Renting Platform,Gurugram,Brand Capital,Seed Funding,,,Gurugram,Consumer Internet,,7/13/2016
1538,13/07/2016,HEAL Institute,Healthcare,Sports Focused Healthcare Startup,Mumbai,"Jaspal Bindra, Parth Jindal",Seed Funding,,,Mumbai,Healthcare,,7/13/2016
1539,14/07/2016,Augrav,eCommerce,Personalized precious Jewellery etailer,Coimbatore,Keiretsu Forum,Seed Funding,"4,50,000",,Coimbatore,E-Commerce,450000,7/14/2016
1540,14/07/2016,ShoppinPal,Technology,M-Commerce Solutions for Retail Stores,Pune,"Plug and Play Tech Center, Steelhead Ventures & Others",Private Equity,"10,70,000",,Pune,Technology,1070000,7/14/2016
1541,14/07/2016,TransTutors / AskIITians,Consumer Internet,Online Education & Tutoring portals,New Delhi,500 Startups,Private Equity,,,New Delhi,Consumer Internet,,7/14/2016
1542,15/07/2016,WorkApps,Technology,Enterprise Work Management Software,Pune,SRI Capital,Seed Funding,"10,00,000",,Pune,Technology,1000000,7/15/2016
1543,15/07/2016,BankerBay,Consumer Internet,Online Investment Banking platform,Bengaluru,undisclosed investors,Private Equity,"20,00,000",,Bengaluru,Consumer Internet,2000000,7/15/2016
1544,15/07/2016,BaggOut,eCommerce,Women\\xe2\\x80\\x99s Fashion etailer,New Delhi,"Sumit Jain, Sumit Jain, Anurag Gupta, Varun Khanna, Faraz Khan",Seed Funding,,,New Delhi,E-Commerce,,7/15/2016
1545,15/07/2016,TripShelf,eCommerce,Travel Package Marketplace,New Delhi,GEMS group,Seed Funding,"2,50,000",,New Delhi,E-Commerce,250000,7/15/2016
1546,15/07/2016,SatvaCart,eCommerce,Online Grocers,New Delhi,"Abhijit Avasthi, Karan Chellani, SP Vijay",Seed Funding,,,New Delhi,E-Commerce,,7/15/2016
1547,15/07/2016,Ridlr,Consumer Internet,Public Transport Mobile App,Mumbai,"Times Internet, Innoven Capital, Matrix Partners India, Qualcomm Ventures",Private Equity,"60,00,000",,Mumbai,Consumer Internet,6000000,7/15/2016
1548,18/07/2016,Yellowdig,Consumer Internet,Online Learning Platform,Pune,SRI Capital,Seed Funding,"6,50,000",,Pune,Consumer Internet,650000,7/18/2016
1549,18/07/2016,Zuppler,Consumer Internet,Online Food Ordering platform,New Delhi,SRI Capital,Seed Funding,"6,50,000",,New Delhi,Consumer Internet,650000,7/18/2016
1550,18/07/2016,BlueStone,eCommerce,Jewellery Etailer,Mumbai,"IIFL and Accel Partners, Kalaari Capital, IvyCap Ventures, RB Investments",Private Equity,"3,00,00,000",,Mumbai,E-Commerce,30000000,7/18/2016
1551,18/07/2016,underDOGS,Technology,Game Development Startup,Mumbai,Intelli Reboot Digital Pvt. Ltd,Private Equity,,,Mumbai,Technology,,7/18/2016
1552,18/07/2016,ImageProVision,Technology,Image Analysis Solutions,Pune,Satish Jamdar,Seed Funding,,,Pune,Technology,,7/18/2016
1553,19/07/2016,Sagacito,Technology,Cloud-Based Enterprise Solutions,New Delhi,Star India Pvt. Ltd,Private Equity,"1,00,00,000",,New Delhi,Technology,10000000,7/19/2016
1554,19/07/2016,Deal4Loans / Wishfin,Consumer Internet,\\nLoans Comparison platform\\n\\n\\n\\n     (adsbygoogle = window.adsbygoogle || []).push({});\\n\\n,Noida,Franklin Templeton International Services Pvt. Ltd,Private Equity,"1,50,00,000",,Noida,Consumer Internet,15000000,7/19/2016
1555,19/07/2016,NiYO Solutions,Technology,Payroll & Benefits Software solutions,Bengaluru,Prime Venture Partners,Private Equity,"10,00,000",,Bengaluru,Technology,1000000,7/19/2016
1556,19/07/2016,AppLop,Consumer Internet,Mobile Apps SaaS Platform,Gurugram,Green House Ventures Accelerator,Seed Funding,"2,50,000",,Gurugram,Consumer Internet,250000,7/19/2016
1557,20/07/2016,Tax2Win,Consumer Internet,Online Tax Filing Portal,Jaipur,Undisclosed Investors,Private Equity,"10,00,000",,Jaipur,Consumer Internet,1000000,7/20/2016
1558,20/07/2016,Truckola,Logistics,Tech-focused cargo transport startup,Mumbai,"Abhishek Agarwal, Krishnakumar Nataraj, Sarath Sura, Shanti Mohan, Sarthak and Nihit Agarwal, Suramya Gupta",Seed Funding,"5,95,000",,Mumbai,Logistics,595000,7/20/2016
1559,20/07/2016,iServe Financial,Consumer Internet,Loan Comparison & Deals platform,Pune,Nilesh Shah,Seed Funding,,,Pune,Consumer Internet,,7/20/2016
1560,21/07/2016,MyTaxiIndia,Consumer Internet,Online Car rental booking platform,New Delhi,Nihon Kotsu Co,Private Equity,"10,00,000",,New Delhi,Consumer Internet,1000000,7/21/2016
1561,21/07/2016,AbeRuk,eCommerce,Online Marketplace for books,Bengaluru,Swastika Company Pvt Ltd,Seed Funding,,,Bengaluru,E-Commerce,,7/21/2016
1562,21/07/2016,Wiwigo,Consumer Internet,Inter-City Taxi Booking platform,Bengaluru,Indian Angel Network,Seed Funding,"5,95,000",,Bengaluru,Consumer Internet,595000,7/21/2016
1563,21/07/2016,Drums Food,Food & Beverage,Yogurt and Ice Cream maker,Mumbai,"Verlinvest, DSG Consumer Partners",Unknown,,,Mumbai,Food & Beverage,,7/21/2016
1564,1/6/2016,Chikoop,Consumer Internet,Free Ad based Voice Calling,Indore,Undisclosed Investors,Seed Funding,,,Indore,Consumer Internet,,6/1/2016
1565,1/6/2016,BRIDGEi2I,Technology,Data Analytics Platform,Bengaluru,Edelweiss Private Equity,Private Equity,,,Bengaluru,Technology,,6/1/2016
1566,2/6/2016,Droom,eCommerce,Online marketplace for used automobiles,New Delhi,"Beenext, Digital Garage, Lightbox, Beenos",Private Equity,,,New Delhi,E-Commerce,,6/2/2016
1567,2/6/2016,Visit,Consumer Internet,On-Demand Healthcare Service provider,New Delhi,MapmyIndia,Seed Funding,,,New Delhi,Consumer Internet,,6/2/2016
1568,2/6/2016,Atomberg,Technology,"smart, energy efficient home appliance manufacturer",Mumbai,Parampara Capital,Private Equity,"10,00,000",,Mumbai,Technology,1000000,6/2/2016
1569,2/6/2016,Coutloot,eCommerce,Fashion Re-Commerce Platform,Mumbai,Venture Catalysts,Seed Funding,,,Mumbai,E-Commerce,,6/2/2016
1570,2/6/2016,Limo,Consumer Internet,Bus Aggregator Mobile app,Mumbai,Rainmaker Ventures,Private Equity,"10,00,000",,Mumbai,Consumer Internet,1000000,6/2/2016
1571,3/6/2016,iCliniq,Consumer Internet,Doctor Consultation platform,Bengaluru,MadhanKumar Madathupalayam,Seed Funding,,,Bengaluru,Consumer Internet,,6/3/2016
1572,3/6/2016,GoGo Truck,Consumer Internet,Truck Aggregator & Booking platform,Chennai,Undisclosed Investor,Seed Funding,"75,000",,Chennai,Consumer Internet,75000,6/3/2016
1573,3/6/2016,Vyome Biosciences,Healthcare,Treatment Development for Antibiotic-resistant diseases,New Delhi,Romulus Capital,Private Equity,"20,00,000",,New Delhi,Healthcare,2000000,6/3/2016
1574,6/6/2016,SillyMonks,Consumer Internet,Digital Media and Entertainment Startup,Hyderabad,Sreenivasa Reddy Musani,Seed Funding,"4,48,000",,Hyderabad,Consumer Internet,448000,6/6/2016
1575,7/6/2016,CueMath,Education,K-12 Maths Learning Courses,Bengaluru,"Sequoia Capital, Unitus Seed Fund",Private Equity,"40,00,000",,Bengaluru,Education,4000000,6/7/2016
1576,7/6/2016,KrazyBee,Consumer Internet,Student Micro-Loan platform,Bengaluru,"Yeahmobi, Fenqile",Private Equity,"20,00,000",,Bengaluru,Consumer Internet,2000000,6/7/2016
1577,7/6/2016,Intgrea,Technology,Post merger Integration Partners,Bengaluru,Undisclosed Investor,Seed Funding,"1,00,000",,Bengaluru,Technology,100000,6/7/2016
1578,7/6/2016,HelpShift,Technology,Mobile CRM Platform,Pune,"Microsoft Ventures, Salesforce Ventures",Private Equity,"2,30,00,000",,Pune,Technology,23000000,6/7/2016
1579,7/6/2016,CreditVidya,Technology,Credit Scoring Platform,Mumbai,Kalaari Capital,Private Equity,"10,00,000",,Mumbai,Technology,1000000,6/7/2016
1580,8/6/2016,Grey Campus,Consumer Internet,Online Learning Platform,Hyderabad,Sarath Sura,Seed Funding,"10,00,000",,Hyderabad,Consumer Internet,1000000,6/8/2016
1581,8/6/2016,ListUp,eCommerce,Location based Classified Mobile app,Mumbai,"Kae Capital, Kunal Shah, Sandeep Tandon",Seed Funding,"5,00,000",,Mumbai,E-Commerce,500000,6/8/2016
1582,8/6/2016,6Degree,Technology,Tech-enabled Fashion Talent platform,Mumbai,Indian Angel Network,Seed Funding,"2,00,000",,Mumbai,Technology,200000,6/8/2016
1583,8/6/2016,Shopwati,Consumer Internet,Online Fashion Discussion Community,Gurugram,Sanjiv Rai,Seed Funding,,,Gurugram,Consumer Internet,,6/8/2016
1584,8/6/2016,Cookifi,Consumer Internet,Online Chef Discovery & Booking Service,Bengaluru,"Kunal Shah, Aneesh Reddy, Tracxn Labs, Venkat Tadanki, Krishna Mehra, Amit Rathore",Seed Funding,,,Bengaluru,Consumer Internet,,6/8/2016
1585,8/6/2016,StoreKing,eCommerce,Connecting Small Town Consumers to E-Commerce,Bengaluru,Axiata Digital,Private Equity,"1,60,00,000",,Bengaluru,E-Commerce,16000000,6/8/2016
1586,8/6/2016,Wired Hub,Real Estate,Co-Working Spaces,Jaipur,"Ankit Maheshwari, Anand Singh",Seed Funding,,,Jaipur,Real Estate,,6/8/2016
1587,8/6/2016,MySeniorDoctor,Consumer Internet,Online medical support platform,Gurugram,BlackJag Partners,Seed Funding,"2,00,000",,Gurugram,Consumer Internet,200000,6/8/2016
1588,9/6/2016,Teabox,eCommerce,Online Tea Store,Siliguri,Cameron Jones,Seed Funding,,,Siliguri,E-Commerce,,6/9/2016
1589,9/6/2016,ExtraaEdge,Consumer Internet,Student Acquisition Platform,Pune,"Ritesh Dwivedy, Priti Padhy",Seed Funding,,,Pune,Consumer Internet,,6/9/2016
1590,9/6/2016,EPayLater,Technology,Fin-Tech Platform,Mumbai,3 undisclosed HNIs,Seed Funding,"20,00,000",,Mumbai,Technology,2000000,6/9/2016
1591,10/6/2016,Kyazoonga,eCommerce,Online event ticketing Platform,Mumbai,Ratan Tata,Seed Funding,,,Mumbai,E-Commerce,,6/10/2016
1592,10/6/2016,Paytunes,Consumer Internet,Mobile based rewards platform,New Delhi,"CIO Angel Network, Indian Angel Network",Private Equity,"5,00,000",,New Delhi,Consumer Internet,500000,6/10/2016
1593,10/6/2016,Kickstart Jobs,Technology,Entry level hiring platform,Gurugram,"Vivek Joshi, Mohit Satyanand, Amit Banati, Arun Khanna",Seed Funding,,,Gurugram,Technology,,6/10/2016
1594,10/6/2016,Freshee,FMCG,Household packaging & Storage product manufacturer,Mumbai,Edelweiss Private Equity,Private Equity,,,Mumbai,FMCG,,6/10/2016
1595,10/6/2016,MadRat Games,Technology,Wearable Gaming Platform,Bengaluru,"Ratan Tata, Bhavish Aggarwal, Ankit Bhati, Binny Bansal, Girish Mathrubootham",Seed Funding,,,Bengaluru,Technology,,6/10/2016
1596,11/6/2016,Jazzmyride,eCommerce,Auto Parts & Accessories eTailer,New Delhi,TVS Automobile Solutions Ltd,Private Equity,,,New Delhi,E-Commerce,,6/11/2016
1597,11/6/2016,AutoSense,Technology,Data Analytics based Customer Management Services,New Delhi,TVS Automobile Solutions Ltd,Private Equity,,,New Delhi,Technology,,6/11/2016
1598,11/6/2016,Redsun Telematics,Consumer Internet,Internet of Things Platform,Chennai,TVS Automobile Solutions Ltd,Private Equity,,,Chennai,Consumer Internet,,6/11/2016
1599,13/06/2016,KhanaGadi,Consumer Internet,Online Food Delivery for Train Travelers,Jaipur,50K Ventures,Seed Funding,,,Jaipur,Consumer Internet,,6/13/2016
1600,13/06/2016,Bombay Shirt Company,eCommerce,Online custom Shirt retailer,Mumbai,undisclosed investor,Private Equity,"10,00,000",,Mumbai,E-Commerce,1000000,6/13/2016
1601,13/06/2016,Matrubharti,Consumer Internet,e-Book Publisher,,Viridian Capital,Seed Funding,"30,000",,Unknown,Consumer Internet,30000,6/13/2016
1602,14/06/2016,EdTechReview,Consumer Internet,Education based online portal,New Delhi,EVC Ventures,Seed Funding,,,New Delhi,Consumer Internet,,6/14/2016
1603,14/06/2016,Bonhomia,Food & Beverage,Premium Tea & Coffee Capsules maker,New Delhi,Valpro Capital and existing investors,Private Equity,,,New Delhi,Food & Beverage,,6/14/2016
1604,14/06/2016,Gobolt,Logistics,B2B Logistics provider,New Delhi,MCube8,Seed Funding,,,New Delhi,Logistics,,6/14/2016
1605,14/06/2016,Jivox,Technology,Data Driven Advertising platform,Bengaluru,"You & Mr Jones, Fortisure Ventures, Diaz Nesamoney",Private Equity,"60,00,000",,Bengaluru,Technology,6000000,6/14/2016
1606,14/06/2016,Sminq,Consumer Internet,Queue management Mobile app,Pune,"Saama Capital, Blume Ventures & Vaibhav Domkundwar",Seed Funding,"10,00,000",,Pune,Consumer Internet,1000000,6/14/2016
1607,14/06/2016,CureJoy,Consumer Internet,Online Alternative health community platform,Bengaluru,Accel Partners India,Private Equity,"44,00,000",,Bengaluru,Consumer Internet,4400000,6/14/2016
1608,15/06/2016,Oneway.cab,Consumer Internet,Taxi Rental Platform,Vadodara,Indian Angel Network,Seed Funding,"4,50,000",,Vadodara,Consumer Internet,450000,6/15/2016
1609,15/06/2016,GrabOnRent,eCommerce,On-demand product rental marketplace,Bengaluru,IvyCap Ventures and Unicorn India Ventures,Private Equity,,,Bengaluru,E-Commerce,,6/15/2016
1610,16/06/2016,Diro Labs,Consumer Internet,Contact Management Mobile App,New Delhi,Info Edge (India) Ltd,Private Equity,"4,50,000",,New Delhi,Consumer Internet,450000,6/16/2016
1611,16/06/2016,Unnati Helpers,Consumer Internet,Help Hiring Platform,Gurugram,Info Edge (India) Ltd,Private Equity,"6,00,000",,Gurugram,Consumer Internet,600000,6/16/2016
1612,16/06/2016,Athletto,Consumer Internet,Sports Venue discovery and booking platform,Bengaluru,Atul Ingle,Seed Funding,,,Bengaluru,Consumer Internet,,6/16/2016
1613,16/06/2016,Saavn,Consumer Internet,Web/Mobile Music Streaming service,USA,Guy Oseary,Private Equity,,,Unknown,Consumer Internet,,6/16/2016
1614,16/06/2016,Voonik,eCommerce,Online Women\\xe2\\x80\\x99s Fashion Marketplace,Bengaluru,Sequoia Capital,Private Equity,"2,00,00,000",,Bengaluru,E-Commerce,20000000,6/16/2016
1615,16/06/2016,ThinkPhi,Technology,Sustainable Green Tech Solution developer,Mumbai,Nimmagadda Prasad,Seed Funding,,,Mumbai,Technology,,6/16/2016
1616,17/06/2016,Cleartax,Consumer Internet,Online Tax Filing Platform,New Delhi,"Ravi Adusumalli, SAIF Partners",Private Equity,"1,20,00,000",,New Delhi,Consumer Internet,12000000,6/17/2016
1617,17/06/2016,Silvan Innovation Labs,Technology,Home Automation Solutions,Bengaluru,Infuse Ventures,Private Equity,"9,00,000",,Bengaluru,Technology,900000,6/17/2016
1618,17/06/2016,GreytHR,Technology,Payroll & HR Software Developer,Bengaluru,"New Enterprise Associates (NEA), Blume Ventures",Private Equity,"52,00,000",,Bengaluru,Technology,5200000,6/17/2016
1619,17/06/2016,Duffl,eCommerce,Fashion Rental Marketplace,Bengaluru,BetOnIndia Technology Pvt Ltd,Seed Funding,,,Bengaluru,E-Commerce,,6/17/2016
1620,17/06/2016,BYG,Consumer Internet,Fitness centre Discovery & Booking Mobile app,Bengaluru,"Sanjay Verma, Amit Khanna (LetsVenture)",Seed Funding,,,Bengaluru,Consumer Internet,,6/17/2016
1621,20/06/2016,Dipper,eCommerce,Freight Logistics Marketplace,New Delhi,Undisclosed investor,Seed Funding,,,New Delhi,E-Commerce,,6/20/2016
1622,20/06/2016,Qonfuse,Consumer Internet,Online Test Papers for competitive exams,New Delhi,Hamraj Kumar,Seed Funding,,,New Delhi,Consumer Internet,,6/20/2016
1623,20/06/2016,The Indian IRIS,Consumer Internet,Govt Policy Research & Information portal,Ahmedabad,Timbru Ventures,Seed Funding,,,Ahmedabad,Consumer Internet,,6/20/2016
1624,21/06/2016,Onspoon,Consumer Internet,Online Platform for Event Sponsorship,Mumbai,Swan Angel Network,Seed Funding,"1,50,000",,Mumbai,Consumer Internet,150000,6/21/2016
1625,21/06/2016,REstate,Consumer Internet,Real Estate Platform,Bengaluru,Idein Ventures,Seed Funding,,,Bengaluru,Consumer Internet,,6/21/2016
1626,21/06/2016,Cleartrip,Consumer Internet,Online Travel Agency,Mumbai,"Concur Technologies, Gund Investment",Private Equity,,,Mumbai,Consumer Internet,,6/21/2016
1627,21/06/2016,ProcMart,Consumer Internet,Online Procurement Marketplace,Noida,IndiaMart,Private Equity,,,Noida,Consumer Internet,,6/21/2016
1628,21/06/2016,Celerix,Technology,Fintech Product Development & Services Startup,Bengaluru,Bitkemy Ventures,Seed Funding,"4,00,000",,Bengaluru,Technology,400000,6/21/2016
1629,21/06/2016,NatureNama,Consumer Internet,Online Outdoors & travel,Mumbai,Unicorn Venture,Seed Funding,"2,25,000",,Mumbai,Consumer Internet,225000,6/21/2016
1630,21/06/2016,CyclopsMedtech,Technology,Medical Technology Provider,Bengaluru,CP Bothra,Seed Funding,,,Bengaluru,Technology,,6/21/2016
1631,21/06/2016,Syona Cosmetics,FMCG,Beauty Products & Training to Salons & Spas,Chennai,The Chennai Angels,Seed Funding,"1,50,000",,Chennai,FMCG,150000,6/21/2016
1632,21/06/2016,PrettySecrets,eCommerce,Women Lingerie Store,Mumbai,"RB Investments PTE Ltd, Orios Venture Partners",Private Equity,"60,00,000",,Mumbai,E-Commerce,6000000,6/21/2016
1633,22/06/2016,SpiderG,Consumer Internet,Online invoice app for SMEs,Pune,"Rahul Kirloskar, Fusion Tech Ventures, Adi Saravanan, Pravin Dongre, Mahendra Doshi",Seed Funding,"1,50,000",,Pune,Consumer Internet,150000,6/22/2016
1634,23/06/2016,FarEye,Technology,Logistics Management Software,New Delhi,Saif Partners,Private Equity,"35,00,000",,New Delhi,Technology,3500000,6/23/2016
1635,23/06/2016,The Uolo,Consumer Internet,School Parent Communication App,Bengaluru,"Purvi Ventures, Rajul Garg, Vipin Arora",Seed Funding,"2,10,000",,Bengaluru,Consumer Internet,210000,6/23/2016
1636,23/06/2016,Staqu,Technology,Artificial Intelligence based search platform,Gurugram,Indian Angel Network,Seed Funding,,,Gurugram,Technology,,6/23/2016
1637,23/06/2016,Padhopadhao,Consumer Internet,Home Tutors search & Discovery,New Delhi,Rise India,Private Equity,,,New Delhi,Consumer Internet,,6/23/2016
1638,24/06/2016,Drivify,Consumer Internet,Professional Driver discovery & Booking Mobile app,Mumbai,"Jitendra Gupta, Pankaj Tripathi",Seed Funding,"50,000",,Mumbai,Consumer Internet,50000,6/24/2016
1639,24/06/2016,PratiLipi,Consumer Internet,Multi-Lingual self-publishing platform,Bengaluru,Nexus Venture Partners,Seed Funding,,,Bengaluru,Consumer Internet,,6/24/2016
1640,24/06/2016,ParaBlu,Technology,Cloud Data Security & Privacy Solutions,Bengaluru,Kalaari Capital,Seed Funding,"5,00,000",,Bengaluru,Technology,500000,6/24/2016
1641,24/06/2016,Schedulers Logistics,Logistics,Cold Storage Logistics solutions,Mumbai,GVFL,Private Equity,"60,00,000",,Mumbai,Logistics,6000000,6/24/2016
1642,24/06/2016,LEAP India,Others,Supply Chain Equipment & Services provider,Mumbai,Mayfield Ventures,Private Equity,"30,00,000",,Mumbai,Others,3000000,6/24/2016
1643,24/06/2016,KabadiExpress,Others,Free Door Step Scrap Pickup Service,New Delhi,Undisclosed investor,Seed Funding,"1,48,000",,New Delhi,Others,148000,6/24/2016
1644,27/06/2016,YourDost,Consumer Internet,Online counselling & Personal coaching platform,Bengaluru,"SAIF Partners, Aprameya Radhakrishnan, Phanindra Sama, Subba Rao Telidevara, Vibhu Garg, Paula Ravindra Mariwala, Gaurav Bhalotia",Seed Funding,"12,00,000",,Bengaluru,Consumer Internet,1200000,6/27/2016
1645,27/06/2016,Gomalon,Consumer Internet,Online Spa & Salon discovery & Booking platform,Bengaluru,Undisclosed investor,Seed Funding,"1,00,000",,Bengaluru,Consumer Internet,100000,6/27/2016
1646,27/06/2016,Voler Cars,Consumer Internet,Self-Driven Car rental platform,New Delhi,"Kanodia family, Amit Banka",Seed Funding,,,New Delhi,Consumer Internet,,6/27/2016
1647,27/06/2016,Travelyaari,Consumer Internet,Online ticket booking platform,Bengaluru,GVFL Ltd,Private Equity,"30,00,000",,Bengaluru,Consumer Internet,3000000,6/27/2016
1648,28/06/2016,FabHotels,Consumer Internet,Online Hotel aggregator & Booking platform,Gurugram,"Accel Partners, RB Investments",Private Equity,"80,00,000",,Gurugram,Consumer Internet,8000000,6/28/2016
1649,28/06/2016,Locanix,Technology,GPS based SaaS Solutions,Ahmedabad,Undisclosed investors,Seed Funding,"3,00,000",,Ahmedabad,Technology,300000,6/28/2016
1650,28/06/2016,LendingKart,Consumer Internet,Online Working Capital Business Loans Platform,Ahmedabad,"Bertelsmann India Investments, Mayfield India, Saama Capital, India Quotient",Private Equity,"3,20,00,000",,Ahmedabad,Consumer Internet,32000000,6/28/2016
1651,28/06/2016,Hello Tax,Consumer Internet,Online Tax Filing Platform,New Delhi,Sanjeev Sinha,Seed Funding,"2,95,000",,New Delhi,Consumer Internet,295000,6/28/2016
1652,28/06/2016,MySuperBrain,Consumer Internet,Online Talent Discovery Platform for Kids,Hyderabad,Soniks Consulting,Seed Funding,,,Hyderabad,Consumer Internet,,6/28/2016
1653,28/06/2016,BlogBeats,Consumer Internet,Online Blogging Platform,Bengaluru,Undisclosed Investor,Seed Funding,,,Bengaluru,Consumer Internet,,6/28/2016
1654,29/06/2016,LetReach,eCommerce,ECommerce SAAS Solutions,New Delhi,vCommission,Private Equity,"1,00,000",,New Delhi,E-Commerce,100000,6/29/2016
1655,29/06/2016,TrendieApp,Technology,Visual Content Marketing,Kolkata,Harsh Vardhan Hada,Seed Funding,"50,000",,Kolkata,Technology,50000,6/29/2016
1656,29/06/2016,ImpactGuru,Consumer Internet,Crowdfunding Platform,Mumbai,Piyush Jain,Seed Funding,,,Mumbai,Consumer Internet,,6/29/2016
1657,29/06/2016,Velvetcase,eCommerce,Online designer jewellery marketplace,Mumbai,"Uniqorn Ventures Fund, TV Mohandas Pai, S Somasegar",Private Equity,"15,00,000",,Mumbai,E-Commerce,1500000,6/29/2016
1658,30/06/2016,Meru Cabs,Consumer Internet,Online/ Mobile Tax Cab booking,Mumbai,Brand Capital,Private Equity,"2,50,00,000",,Mumbai,Consumer Internet,25000000,6/30/2016
1659,30/06/2016,Campus Diaries,Consumer Internet,Student focussed Content Discovery portal,Bengaluru,Aarin Capital,Seed Funding,"2,20,000",,Bengaluru,Consumer Internet,220000,6/30/2016
1660,30/06/2016,Scripbox,Consumer Internet,Online Mutual Fund Investment platform,Bengaluru,"Omidyar Network, Accel Partners & existing investors",Private Equity,,,Bengaluru,Consumer Internet,,6/30/2016
1661,30/06/2016,Biryani Blues,Food & Beverage,QSR Chain,Gurugram,Carpediem Capital & Others,Private Equity,"3,68,000",,Gurugram,Food & Beverage,368000,6/30/2016
1662,1/5/2016,MotoMojo,Consumer Internet,Mobile based Vehicle maintenance App,Mumbai,"Niloufer Dundh, Fauzan Rahim, Balamurugan Mani,",Seed Funding,,,Mumbai,Consumer Internet,,5/1/2016
1663,1/5/2016,Get My Parking,Technology,Parking Technology Platform,New Delhi,The Chennai Angels,Seed Funding,"3,76,000",,New Delhi,Technology,376000,5/1/2016
1664,1/5/2016,Prescribez,Consumer Internet,Health Service Aggregator Platform,Pune,Ankush Mehta,Seed Funding,"1,45,000",,Pune,Consumer Internet,145000,5/1/2016
1665,2/5/2016,Airwood,Technology,Agri Data & Analytics Platform,Chennai,StartupXseed Ventures,Seed Funding,,,Chennai,Technology,,5/2/2016
1666,3/5/2016,Mobikwik,Consumer Internet,Mobile & Digital Wallet,Gurugram,"GMO Payment Gateway, MediaTek",Private Equity,"5,00,00,000",,Gurugram,Consumer Internet,50000000,5/3/2016
1667,3/5/2016,iDreamCareer,Consumer Internet,Career Planning Services Portal,New Delhi,Brand Capital,Private Equity,,,New Delhi,Consumer Internet,,5/3/2016
1668,3/5/2016,Zwayam,Consumer Internet,Online Recruitment Platform,Bengaluru,Undisclosed investors,Seed Funding,"2,50,000",,Bengaluru,Consumer Internet,250000,5/3/2016
1669,3/5/2016,BoiBanit,Consumer Internet,Online Food Delivery platform,Vadodara,Undisclosed investors,Seed Funding,,,Vadodara,Consumer Internet,,5/3/2016
1670,3/5/2016,Zuver,Consumer Internet,Car driver Discovery App,Mumbai,"Shruth & Smith Group, Hermes Group",Seed Funding,"1,80,000",,Mumbai,Consumer Internet,180000,5/3/2016
1671,3/5/2016,Prepathon,Education,Competitive Exam learning platform,Mumbai,Blume Ventures,Private Equity,,,Mumbai,Education,,5/3/2016
1672,4/5/2016,EasyRoads,Consumer Internet,Road Trip planning Mobile app,Mumbai,"Rohan Angrish, Hrishi Oberoi, Rahul Mehta, Kapil Hetamsaria, Pranav Dedhia",Seed Funding,"2,00,000",,Mumbai,Consumer Internet,200000,5/4/2016
1673,4/5/2016,Lenskart,eCommerce,Eyewear & Accessories etailer,New Delhi,"International Finance Corp, TPG Growth, Adveq Management, IDG Ventures, Ratan Tata, Kris Gopalakrishnan",Private Equity,"6,00,00,000",,New Delhi,E-Commerce,60000000,5/4/2016
1674,4/5/2016,Seclore,Technology,Enterprise Security Technology platform,Mumbai,"Sistema Asia Fund, Helion Venture, VentureEast, India Alternatives",Private Equity,"1,20,00,000",,Mumbai,Technology,12000000,5/4/2016
1675,4/5/2016,SolarTown,Technology,Solar Rooftop system installation company,Chennai,Grex.in,Seed Funding,"2,00,000",,Chennai,Technology,200000,5/4/2016
1676,4/5/2016,Comarete,Technology,Telecom & Media IT services company,Pune,Grex.in,Seed Funding,"2,00,000",,Pune,Technology,200000,5/4/2016
1677,4/5/2016,MyDentistChoice,eCommerce,Medical Supplies eTailer,Hyderabad,Undisclosed investors,Seed Funding,"1,50,000",,Hyderabad,E-Commerce,150000,5/4/2016
