"sr_no","date_clean","startup_name","industry_clean","subvertical","city_clean","investors_name","investment_type","amount_clean"
"2097","1/28/2016","Myeglu","Technology","Connected Smart Home Solutions","Bengaluru","Foxconn Technology Group & Others","Seed Funding",""
"2098","1/29/2016","BitGiving","Consumer Internet","Crowd Funding Platform","New Delhi","Harminder Sahni, Krishna Mehra, Sanjay Bakshi","Seed Funding",""
"2099","1/29/2016","Qriyo","Consumer Internet","Online Fitness & Educational information Aggregator","Jodhpur","Idein Ventures","Seed Funding","160000.0"
"2100","1/29/2016","N.O.W","Consumer Internet","Rental Bike Aggregator App","Noida","Maple Capital Advisors","Seed Funding",""
"2101","1/29/2016","Aisle","Consumer Internet","Indians focused Matchmaking App","Bengaluru","TermSheet, ah! Ventures","Seed Funding","185000.0"
"2102","1/29/2016","FreshMenu","Consumer Internet","Fresh Food Delivery platform","Bengaluru","Zodius Technology Fund, Lightspeed Venture Partners","Private Equity","17000000.0"
"2103","1/29/2016","Truebil","E-Commerce","Online marketplace for cars","Mumbai","Kalaari Capital, Inventus Capital, Tekton Ventures, Kae Capital","Private Equity","5150000.0"
"2104","1/29/2016","Rare Media","Technology","Mobile & Cloud based App developer","New Delhi","Info Edge (India) Ltd","Private Equity","1100000.0"
"2105","1/29/2016","TinMen","Consumer Internet","Food Delivery Platform","Hyderabad","Lead Angel Network","Seed Funding",""
"2106","1/29/2016","CodingLabs","Technology","Coding Skill Showcase & Resume Builder","Hyderabad","Vineet Nalla","Seed Funding",""
"2107","1/30/2016","FindUrClass","Consumer Internet","Hobby & Activity Class Aggregator","Mumbai","Amit Patni, Anirudh Damani, Samir Shah","Seed Funding",""
"2108","1/30/2016","DesignBids","Consumer Internet","Interior Design Marketplace","New Delhi","Indian Angel Network","Seed Funding",""
"2109","12/1/2015","CollegeDekho","Online Education Information platform","Unknown","Jaipur","GirnarSoft","Seed Funding","1000000.0"
"2110","12/1/2015","Black White Orange Brands","Brand Licensing Startup","Unknown","Mumbai","YouWeCan Ventures","Seed Funding",""
"2111","12/1/2015","Biteclub","Gourmet Food Discovery & Delivery platform","Unknown","Gurugram","growX ventures","Private Equity",""
"2112","12/1/2015","Patel Logistics","Transportation & Logistics Platform","Unknown","Mumbai","Frontline Strategy","Private Equity","5600000.0"
"2113","12/1/2015","Wigzo","Enterprise Marketing Automation platform","Unknown","New Delhi","Aarin Capital Partners, TV Mohandas Pai","Seed Funding","500000.0"
"2114","12/1/2015","Zapluk","Health, Wellness & Beauty Services App","Unknown","Hyderabad","Unknown","Seed Funding",""
"2115","12/1/2015","Godof Hospitals","Digital Healthcare","Unknown","New Delhi","Pankaj Gupta","Seed Funding","2000000.0"
"2116","12/2/2015","RoomsTonite","Last Minute Hotel Booking App","Unknown","Bengaluru","Lashit Sanghvi, Nikhil Vora, Venkat Vardhan,Mohammed Bin Abdul Rehman Al Khalifa,\\xc2\\xa0 Ralph Berezan, Vissal Mathew,\\xc2\\xa0 Balamurali Krishna","Seed Funding","1500000.0"
"2117","12/2/2015","Kaaryah","Womens Fashion Wear Portal","Unknown","New Delhi","The Saha Fund, TV Mohandas Pai","Private Equity",""
"2118","12/3/2015","Anakage","Product Learning platform","Unknown","Bengaluru","CIO Angel Network (CAN)","Seed Funding",""
"2119","12/3/2015","EasyKhaana","Online Food ordering & Delivery platform","Unknown","New Delhi","Undisclosed investors","Seed Funding","100000.0"
"2120","12/3/2015","Shuttl","App based Bus Pooling Services","Unknown","Gurugram","Sequoia Capital, Times Internet Ltd & One more Fund","Private Equity","20000000.0"
"2121","12/3/2015","Eckovation","Social Learning Platform","Unknown","New Delhi","Chandigarh Angel Network (CAN)","Seed Funding",""
"2122","12/3/2015","Fitcircle","Social Fitness platform","Unknown","Mumbai","Beerud Sheth and Ravi Mantha","Seed Funding",""
"2123","12/4/2015","Applop","On Demand Mobile app developer","Unknown","Kolkata","GHV Accelerator","Seed Funding","100000.0"
"2124","12/4/2015","CaRPM","Car Maintenance & Management mobile app","Unknown","Gurugram","GHV Accelerator","Seed Funding","100000.0"
"2125","12/4/2015","NDTV Wedding portal","Online Wedding Marketplace","Unknown","New Delhi","CerraCap","Private Equity","20000000.0"
"2126","12/4/2015","Splitkart","Splitting Bills Mobile App","Unknown","New Delhi","Rajesh Sawhney, Anupam Mittal, Dinesh Agarwal, Gaurav Gupta,","Seed Funding",""
"2127","12/7/2015","Zenatix","IOT Energy Management Analytics platform","Unknown","Gurugram","Blume Ventures","Private Equity",""
"2128","12/7/2015","Customfurnish","Custom Made furniture e-tailer","Unknown","Hyderabad","Agnus Capital","Private Equity","4500000.0"
"2129","12/7/2015","Faasos","QSR Chain","Unknown","Pune","ru-Net, Sequoia Capital,\\xc2\\xa0 Lightbox Ventures","Private Equity","30000000.0"
"2130","12/7/2015","Vlurn","eLearning platform","Unknown","Mumbai","Vidyadhar Sarfare","Seed Funding",""
"2131","12/7/2015","Leaf Wearables","Smart Safety Wearable Devices","Unknown","New Delhi","Ajeet Khurana Jinesh Shah, Vikram Chachra, Dr. Aniruddha Malpani","Seed Funding","250000.0"
"2132","12/7/2015","Coolshare","Cab Sharing service Mobile app","Unknown","Mumbai","Gopal Aggarwal","Seed Funding","100000.0"
"2133","12/8/2015","mFicient","Cloud Enterprise Mobility Platform","Unknown","New Delhi","Undisclosed investors","Seed Funding",""
"2134","12/8/2015","HeyBiz","Online Shopping Assistant Mobile app","Unknown","New Delhi","Shopclues","Seed Funding",""
"2135","12/8/2015","Yumist","Home Cooked Food Order & Delivery platform","Unknown","Gurugram","Unilazer Ventures, Orios Venture Partners, Steven Lurie","Private Equity","2000000.0"
"2136","12/9/2015","Jigsaw Academy","Online School for Analytics learning","Unknown","Bengaluru","Manipal Global Education Services","Private Equity","3000000.0"
"2137","12/9/2015","JoeHukum","Chat based personal Assistant App","Unknown","Gurugram","TracxnLabs, Jitendra Gupta, Prashant Tandon","Seed Funding",""
"2138","12/9/2015","Voxweb","Picture creation & Social mobile app","Unknown","Mumbai","Undisclosed Investor","Seed Funding","350000.0"
"2139","12/9/2015","Aye Finance","Nonbanking finance company","Unknown","New Delhi","SAIF Partners, Accion","Private Equity","3000000.0"
"2140","12/9/2015","JumboBasket","eCommerce returns etailer","Unknown","Chandigarh","Chandigarh Angels Network","Seed Funding",""
"2141","12/10/2015","BlackBuck","Online Freight Services Aggregator","Unknown","Bengaluru","Tiger Global Management, Yuri Milner, Apoletto, Accel Partners, Flipkart","Private Equity","25000000.0"
"2142","12/10/2015","HomeStudio","Online Branded Furniture etailer","Unknown","Bengaluru","Bren Corporation","Private Equity","5000000.0"
"2143","12/10/2015","PropheSee","Digital Analytics Platform","Unknown","New Delhi","Indian Angel Network, Stanford Angels, Entrepreneurs India","Seed Funding","500000.0"
"2144","12/10/2015","i2e1","Internet Network Infrastructure Services","Unknown","New Delhi","GrowX Ventures","Seed Funding","500000.0"
"2145","12/10/2015","Holisol Logistics","Supply Chain & Logistics Solutions","Unknown","New Delhi","CLSA Capital Partners ARIA IV Funds","Private Equity","10000000.0"
"2146","12/10/2015","Stay Simple Resorts","Holiday Resort Chain","Unknown","Bengaluru","Mr. Sudhir & Ms. Shalini Sethi, Mr. Praveen Someshwar","Seed Funding",""
"2147","12/10/2015","Paynear","Mobile Point of Sale solutions","Unknown","Hyderabad","Mitesh Majithia","Private Equity","2500000.0"
"2148","12/10/2015","Chillr","Peer-to-Peer Money Transfer & Recharge App","Unknown","Mumbai","Sequoia Capital, Blume Ventures, Uniqorn Ventures and other","Private Equity","70000000.0"
"2149","12/11/2015","EureQa","Test Automation SAAS platform","Unknown","Hyderabad","Sashi Reddi, Gabriel Investments","Seed Funding","600000.0"
"2150","12/11/2015","LocalCircles","Citizens Engagement Platform","Unknown","Noida","Anand Mahindra","Private Equity",""
"2151","12/11/2015","GetFocus","Indoor Navigation & Analytics Solutions","Unknown","Mumbai","Undisclosed investors","Seed Funding",""
"2152","12/11/2015","UrbanClap","Hyperlocal On-Demand Household Services platform","Unknown","Gurugram","Ratan Tata","Private Equity",""
"2153","12/11/2015","OnlineRTI","Online RTI application services","Unknown","Bengaluru","LetsVenture, Mohandas Pai","Seed Funding","150000.0"
"2154","12/11/2015","Powerstores","ECommerce Website Creation SAAS platform","Unknown","Goa","Extreme Venture Partners\\xc2\\xa0 William Bissell","Seed Funding",""
"2155","12/11/2015","Weddingz.in","Wedding Venues & Vendors Marketplace","Unknown","Mumbai","Rajan Anandan, Zoya Akhtar, Reema Kagati, Ruchi Narain, Amrish Kumar, Hrishikesh Parandekar","Seed Funding","1000000.0"
"2156","12/11/2015","Intelligent Interfaces","Interface development platform for Government officials","Unknown","Bengaluru","Sachin Bansal, Binny Bansal","Seed Funding",""
"2157","12/14/2015","Capricoast","Modular Furnishings Marketplace","Unknown","Bengaluru","Accel Partners India, RB Investments","Private Equity","3500000.0"
"2158","12/14/2015","JetSetGo","Private Jet Bookings Marketplace","Unknown","Bengaluru","Puneet Dalmia","Private Equity",""
"2159","12/14/2015","Cabsguru","Cab search Comparison & Booking platform","Unknown","New Delhi","Prashanth Ranganathan","Seed Funding","200000.0"
"2160","12/14/2015","Whoop","Performance Optimization Platform for athletes","Unknown","Boston","Infosys","Private Equity","3000000.0"
"2161","12/15/2015","BookEventz","Event Venue Booking Platform","Unknown","Mumbai","Mumbai Angels, Singapore Angel Network, Zishaan Hayath","Seed Funding",""
"2162","12/15/2015","Deal Street Asia","Digital Media Platform","Unknown","Singapore","Vijay Shekhar Sharma, Singapore Angels Network","Seed Funding",""
"2163","12/15/2015","Streamoid","visual search and discovery platform","Unknown","Bengaluru","Undisclosed","Seed Funding","1000000.0"
"2164","12/16/2015","Housejoy","Home services marketplace","Unknown","Bengaluru","Amazon, Vertex Ventures, Qualcomm, Ru-Net Technology Partners, Matrix Partners","Private Equity","22500000.0"
"2165","12/16/2015","Bluebirch","End to End reverse logistics Solution platform","Unknown","Bengaluru","Chicago Capital Ventures, Sanjay Mehta, Others","Seed Funding","2000000.0"
"2166","12/16/2015","MeraDoctor","Virtual Health consultation app","Unknown","Mumbai","Unilazer","Private Equity","1200000.0"
"2167","12/16/2015","STAGE 3","Online Renting platform","Unknown","New Delhi","Nisha Sharma, Puneet Dalmia, Balaji Prabhakar","Seed Funding",""
"2168","12/17/2015","Rivigo","Logistics Services Provider","Unknown","Gurugram","SAIF Partners and others","Private Equity","30000000.0"
"2169","12/17/2015","Springboard","Data Science & UX design Learning platform","Unknown","Bengaluru","Allen Blue, John Katzman, Naveen Tewari, Kartik Hosanagar, Kashyap Deorah, 500 Startups, Blue Fog Capital","Seed Funding","1700000.0"
"2170","12/17/2015","Eatfresh","Online marketplace for Chef Meals","Unknown","Bengaluru","Kalaari Capital","Private Equity",""
"2171","12/18/2015","Ampere Vehicles","Electric Bike Manufacturers","Unknown","Coimbatore","Kris Gopalakrishnan & Others","Seed Funding","1200000.0"
"2172","12/18/2015","Focus Digit","ECommerce platform solutions","Unknown","New Delhi","Turning Ideas","Seed Funding",""
"2173","12/18/2015","The News Minute","Online Media Publication","Unknown","Bengaluru","Quintillion Media","Seed Funding",""
"2174","12/18/2015","CBREX","International Hiring Platform","Unknown","Mumbai","Prahlad Rao, Sundara Rajan, Vikram Chachra","Seed Funding","200000.0"
"2175","12/21/2015","TruckMandi","Logistics Service Provider Marketplace","Unknown","New Delhi","Ritesh Dwivedy, Ramakant Sharma, Mount Nathan Advisors","Private Equity","2000000.0"
"2176","12/21/2015","Peppertap","HyperlocalGrocery Delivery Service","Unknown","Gurugram","Innoven Capital","Private Equity","4000000.0"
"2177","12/21/2015","KOOH Sports","Sports Education Platform","Unknown","Mumbai","TCS, HDFC, Faering Capital, Elevate Sports","Private Equity","2000000.0"
"2178","12/22/2015","RentOnGo","Bike, Appliances Renting marketplace","Unknown","Bengaluru","Anand Chandrasekaran, Rajesh Sawhney, Kalpana Tatavarti, Shivanandan Pare","Seed Funding",""
"2179","12/22/2015","Industrybuying","Online Marketplace for Industrial Goods","Unknown","New Delhi","Murugappa Group, TVS Group, Vellayan Subbiah, Arathi Krishna, Arun Venkatachalam","Seed Funding",""
"2180","12/22/2015","Zapr","Reward points mobile app","Unknown","Gurugram","Dinesh Agarwal","Seed Funding",""
"2181","12/22/2015","LatestOne","Mobile accessories online store","Unknown","Hyderabad","Palred Technologies Ltd","Private Equity","3000000.0"
"2182","12/22/2015","PlanetGogo","Content Discovery & reward points platform","Unknown","Gurugram","HT Digital Media Holdings Ltd","Seed Funding",""
"2183","12/22/2015","Arya.ai","Artificial Intelligence platform","Unknown","Mumbai","YourNest Angel Fund, Venture Nursery","Private Equity","750000.0"
"2184","12/22/2015","Doctor Insta","Medical Consultation & Doctor appointment booking platform","Unknown","Gurugram","Rishi Parti, BrahmaX Ventures","Private Equity","500000.0"
"2185","12/22/2015","MobieFit","Mobile Fitness App","Unknown","Goa","Medi Assist","Private Equity","1000000.0"
"2186","12/23/2015","LafaLafa","Digital Coupons, Deal & Cashback aggregator app","Unknown","Mumbai","Vectr Ventures","Private Equity",""
"2187","12/23/2015","Mech Mocha","Mobile Game development & Design platform","Unknown","Bengaluru","Blume Ventures, Flipkart","Seed Funding","1000000.0"
"2188","12/23/2015","Shotang.com","B2B eCommerce Marketplace","Unknown","Bengaluru","Exfinity Venture Partners, Unitus Impact Livelihoods Fund","Private Equity","5000000.0"
"2189","12/23/2015","CityFurnish","Furniture and appliances rental platform","Unknown","Gurugram","Jitendra Gupta","Seed Funding",""
"2190","12/24/2015","Black White Orange","B2B Merchandize platform","Unknown","Mumbai","Collaborative Licensing Ventures LLP","Seed Funding","303000.0"
"2191","12/24/2015","Kolabro","Real Estate focused Tech platform","Unknown","Gurugram","Umang Kumar, Ruchir Arora & others","Seed Funding",""
"2192","12/24/2015","Canvera","Photographer Online search & booking platform","Unknown","Bengaluru","Info Edge (India) Ltd","Private Equity","2200000.0"
"2193","12/28/2015","Town Essentials","Grocery Delivery platform","Unknown","Bengaluru","Sharad Hegde, Girish Reddy, Siddharth Patil, Shrikant Patil","Seed Funding","1000000.0"
"2194","12/28/2015","Bumper","Mobile Car Servicing appointment app","Unknown","Bengaluru","SAIF Partners","Seed Funding","500000.0"
"2195","12/29/2015","Hotify","New Curation Mobile App","Unknown","Bengaluru","Mahavir Pratap Sharma","Seed Funding","150000.0"
"2196","12/29/2015","MobiKwik","Mobile Wallet","Unknown","Gurugram","Sequoia Capital, Tree Line Asia, Innoven Capital","Private Equity","6600000.0"
"2197","12/30/2015","Intelligent Interfaces","Interface development platform for Government officials","Unknown","Bengaluru","Yuvraj Singh","Seed Funding",""
"2198","11/2/2015","Twigly","Online Food Ordering & Delivery platform","Unknown","Gurugram","Amit Gupta, Sahil Barua, Mukul Singhal, Tracxn Labs","Seed Funding","200000.0"
"2199","11/2/2015","CityFlo","Bus Aggregation and rental mobile app","Unknown","Mumbai","IDG Ventures","Seed Funding","750000.0"
"2200","11/3/2015","Findyahan","hyperlocal online Services platform","Unknown","Noida","Times Group Brand Capital","Private Equity",""
"2201","11/3/2015","Sabse","WiFi first Cloud communication platform","Unknown","Mumbai","Ratan Tata","Private Equity",""
"2202","11/3/2015","Pokkt","Alternate Mobile Monetization platform","Unknown","Mumbai","Segnel Venture, Shinji Kimura, Sundar Chanrai, JAFCO Asia, SingTel\\xe2\\x80\\x99s Innov8, Jungle Ventures, K Ganesh","Private Equity","5000000.0"
"2203","11/3/2015","oibanit","Online Food Ordering Marketplace","Unknown","Vadodara","Varun Ahuja, Anubhav Verma","Seed Funding","150000.0"
"2204","11/3/2015","Stuffed","Quick Service Restaurant & Online Delivery","Unknown","Mumbai","Riqueza Capital","Seed Funding","385000.0"
"2205","11/3/2015","LoanBaba","Online Loans Marketplace","Unknown","Mumbai","Unknown","Seed Funding","320000.0"
"2206","11/3/2015","Deyor Rooms","Budget Hotels Aggregator","Unknown","New Delhi","Dheeraj Jain & Others","Seed Funding","500000.0"
"2207","11/3/2015","Bidgely","Efficient Energy Management platform","Unknown","Unknown","Constellation Technology Ventures (Exelon Corporation), E.ON, RWE, Khosla Ventures","Private Equity","16600000.0"
"2208","11/4/2015","Shirsa Labs","Digital Intelligent learning platform","Unknown","Mumbai","ah! Ventures","Seed Funding","250000.0"
"2209","11/4/2015","Paytunes","Voice Call incentivization mobile app","Unknown","New Delhi","CIO Angel Network","Seed Funding",""
"2210","11/4/2015","YourDOST","Online Counselling and psychological support platform","Unknown","Gwalior","Phanindra Sama, Aprameya Radhakrishna, Aneesh Reddy, Neeraj Jawalkar, Sanjay Anandaram, Pavan Ongole, Venk Krishnan","Seed Funding","400000.0"
"2211","11/5/2015","BookMyBai","Domestic Help Aggregation platform","Unknown","Mumbai","Vineel Nalla & Others","Seed Funding","150000.0"
"2212","11/5/2015","MyIndianStay","Home Stay & room rentals platform","Unknown","Goa","Undisclosed investors","Seed Funding","200000.0"
"2213","11/5/2015","Bobble","Selfie Mobile App","Unknown","New Delhi","SAIF Partners & others","Private Equity",""
"2214","11/6/2015","RepUp","Online Reputation Management Platform","Unknown","Gurugram","Indian Angel Network","Seed Funding",""
"2215","11/6/2015","Satvacart","Online Grocery platform","Unknown","Gurugram","Undisclosed HNIs","Private Equity","1800000.0"
"2216","11/6/2015","POPxo.com","Online content platform for women","Unknown","New Delhi","IDG Ventures India, Kalaari Capital, 500 Startups","Private Equity","2000000.0"
"2217","11/6/2015","SparesHub","Online Vehicle Spare Parts etailer","Unknown","Pune","Hyderabad Angels, M&S Partners","Seed Funding","460000.0"
"2218","11/6/2015","Explara","Event Ticketing platform","Unknown","Pune","Hyderabad Angels, Singapore Angel Network, Ness Wadia","Private Equity","490000.0"
"2219","11/6/2015","Soothe Healthcare","affordable Personal Healthcare Products","Unknown","Noida","Saina Nehwal","Seed Funding",""
"2220","11/6/2015","Yuvi Hospitality","Premium dining Lounges & restaurants","Unknown","Gurugram","Chandralekha Construction Pvt. Ltd.","Private Equity","15000000.0"
"2221","11/9/2015","AppVirality","Mobile Growth Hacking Platform","Unknown","Hyderabad","Rajan Anandan, Mike Galgon, Ravi Gururaj, Ashim Mehra,\\xc2\\xa0 Mohit Saxena, Internet Group, TNN Capital and others","Seed Funding","500000.0"
"2222","11/9/2015","iStar Skill Development","Skill Training Startup","Unknown","Bengaluru","Michael & Susan Dell Foundation, Unitus Seed Fund","Private Equity","1500000.0"
"2223","11/9/2015","BigStylist.com","Beauty and Wellness Marketplace","Unknown","Mumbai","Info Edge","Private Equity","1000000.0"
"2224","11/9/2015","Zilingo","Marketplace App for Bangkok","Unknown","Bengaluru","Sequoia India, BEENEXT Ventures, Kunal Shah & Sandeep Tandon","Private Equity","1900000.0"
"2225","11/9/2015","Didi","On-demand Maids Service Provider","Unknown","Mumbai","Jozef Bardik, Leo Wang Sangeeth Ram","Seed Funding","150000.0"
"2226","11/9/2015","Skoov.com","eCommerce Product Search Engine","Unknown","Mumbai","undisclosed investor","Seed Funding","150000.0"
"2227","11/10/2015","Chefs Basket","Ready to cook packaged Foods","Unknown","Mumbai","SAIF Partners, Haresh Chawla","Private Equity","6000000.0"
"2228","11/11/2015","Gingercrush","Product Customization Platform","Unknown","Vadodara","TV Mohandas Pai\\xe2\\x80\\x99s family office","Seed Funding",""
"2229","11/11/2015","Delight Foods","Branded Food products online sales","Unknown","Bengaluru","Lensbridge Capital, Mape Advisory Group, Fireside Ventures","Private Equity","600000.0"
"2230","11/11/2015","6Degree","Talent platform for Fashion professionals","Unknown","Goa","Centre For Incubation & Business Acceleration (CIBA), Goa","Seed Funding",""
"2231","11/11/2015","RenewBuy","Auto Insurance Online platform","Unknown","Gurugram","Mount Nathan Advisors Pte Ltd","Seed Funding","500000.0"
"2232","11/11/2015","Grab","Hyperlocal Logistics Service Provider","Unknown","Mumbai","Sixth Sense Ventures","Seed Funding",""
"2233","11/12/2015","Hitwicket","Cricket Management Mobile Game","Unknown","Hyderabad","Chennai Angels","Seed Funding","250000.0"
"2234","11/13/2015","Flashdoor","On Demand Laundry Service platform","Unknown","Bengaluru","Sujeet Kumar, Ankit Nagori, Traxcn Labs","Seed Funding",""
"2235","11/16/2015","Cashkaro.com","Ecommerce Discount & Cashback coupons platform","Unknown","Gurugram","Kalaari Capital","Private Equity","3700000.0"
"2236","11/16/2015","Absentia","Virtual Reality Headset creator","Unknown","Bengaluru","Astarc Ventures, 50K Ventures & others","Seed Funding","180000.0"
"2237","11/16/2015","Renowala","Home Improvement Service platform","Unknown","Hyderabad","Logtally","Seed Funding",""
"2238","11/16/2015","TaskBucks","mobile-only tasks marketplace","Unknown","New Delhi","Times Internet","Private Equity","15000000.0"
"2239","11/17/2015","CraftsVilla","Women Ethnic Wear Online Marketplace","Unknown","Mumbai","Sequoia India, Lightspeed Venture Partners, Nexus Venture Partners, Global Founders Capital, Apoletto","Private Equity","34000000.0"
"2240","11/17/2015","Julia Computing","Numerical Computing & Data Science Platform","Unknown","Bengaluru","Gordon and Betty Moore Foundation","Seed Funding","600000.0"
"2241","11/17/2015","StyleTag","Designer fashion Jewellery Marketplace","Unknown","Bengaluru","Jitu Virwani","Seed Funding","7500000.0"
"2242","11/17/2015","Smytten","Online Products Discovery Platform","Unknown","Gurugram","Rimpal Chawla, Anuj Srivastava","Seed Funding","200000.0"
"2243","11/17/2015","BiBox","Kids Tool kit for Innovation platform","Unknown","Bengaluru","Ravi Krishnamurthy","Seed Funding","530000.0"
"2244","11/17/2015","Convegenius","Mobile Learning Solutions","Unknown","Noida","Enablers platform","Seed Funding","300000.0"
"2245","11/18/2015","Ola","Car Aggregator & Retail Mobile App","Unknown","Bengaluru","Baillie Gifford, Falcon Edge Capital, Tiger Global, SoftBank Group, DST Global, Didi Kuaidi","Private Equity","500000000.0"
"2246","11/18/2015","Goodbox","conversational commerce mobile app","Unknown","Bengaluru","Nexus Venture Partners","Private Equity","2500000.0"
"2247","11/18/2015","ScoopWhoop","Viral Content web Platform","Unknown","New Delhi","Kalaari Capital","Private Equity","4000000.0"
"2248","11/18/2015","Hipship","Express local delivery platform","Unknown","Bengaluru","Inara Capital , Rishi Khiani","Seed Funding",""
"2249","11/18/2015","Pickrr","On-Demand Local Logistics provider","Unknown","New Delhi","Palaash Ventures","Seed Funding",""
"2250","11/18/2015","Truelancer","Curated Freelancer Marketplace","Unknown","New Delhi","Blackstone Valley Group, Raghu Vohra, Aditya Dev Sood, Kamal Bansal","Seed Funding",""
"2251","11/19/2015","AHA Taxis","Online Taxi Rental Platform","Unknown","Noida","ah! Ventures","Seed Funding",""
"2252","11/19/2015","UrbanClap","Mobile Services Marketplace","Unknown","Gurugram","Bessemer Venture Partner, Accel, SAIF Partners","Private Equity","25000000.0"
"2253","11/19/2015","SenseGiz","Smartwatch Maker","Unknown","Belgaum","Karnataka Semiconductor Venture Capital firm","Seed Funding","500000.0"
"2254","11/19/2015","PlaceofOrigin","Online Gourmet Food Marketplace","Unknown","Bengaluru","S.D. Shibulal, Kris Gopalakrishnan, Srinath Batni, Professor Tarun Khanna,\\xc2\\xa0 Ganapathy Venugopal.","Seed Funding",""
"2255","11/19/2015","Fourseven","Online Jewellery etailer","Unknown","New Delhi","Indian Angel Network","Seed Funding","455000.0"
"2256","11/20/2015","MindTickle","Sales & Productivity Software","Unknown","Pune","New Enterprise Associates","Private Equity","12500000.0"
"2257","11/20/2015","Shopsense","ecommerce related software product platform","Unknown","Mumbai","Kae Capital, Kunal Bahl, Rohit Bansal","Seed Funding",""
"2258","11/20/2015","Medinfi","Health-Tech platform","Unknown","Bengaluru","Ram Kumar Kakani, Pradeep K Jaisingh, Sunil T V, Vijay Ghadge, Hemant Kaul, Gurmeet Chahal & Others","Seed Funding","305000.0"
"2259","11/20/2015","OUWT","Nightlife Discovery Mobile App","Unknown","Mumbai","Undisclosed investors","Seed Funding","150000.0"
"2260","11/20/2015","HeyPillow","Online Real Estate Marketplace","Unknown","Bengaluru","Hampton Capital","Private Equity","3000000.0"
"2261","11/21/2015","Healers At Home","Home Healthcare Services platform,","Unknown","New Delhi","Daljit Singh, Dr. Pramath Raj Sinha, BVR Mohan Reddy","Seed Funding",""
"2262","11/21/2015","Caravan Craft","Indian Ethnic Crafts Etailer","Unknown","Bengaluru","Unitus Seed Fund, Bijou Kurien, Narayan Ramachandran","Private Equity","1200000.0"
"2263","11/21/2015","Talkoot","Social platform for traders and investors","Unknown","Bengaluru","Undisclosed investors","Seed Funding","100000.0"
"2264","11/23/2015","RentoMojo","Online Furniture, Home Appliances Rental Platform","Unknown","Bengaluru","IDG Ventures India,\\xc2\\xa0 Accel Partners India","Private Equity","2000000.0"
"2265","11/23/2015","Medikoe","Healthcare Services Discovery platform","Unknown","Bengaluru","Anil Menon","Seed Funding","100000.0"
"2266","11/24/2015","Stylofie","Health and Beauty Services Marketplace","Unknown","Gurugram","Swastika","Seed Funding","250000.0"
"2267","11/24/2015","ServX","Automotive Services platform","Unknown","New Delhi","Manish Gupta","Seed Funding",""
"2268","11/24/2015","Naaptol","Online and TV Shopping Marketplace","Unknown","Mumbai","Mitsui & Co., New Enterprise Associates, Canaan Partners, Silicon Valley Bank","Private Equity","52000000.0"
"2269","11/24/2015","Crayon Data","Big Data Analytics Platform","Unknown","Chennai","Ratan Tata","Private Equity",""
"2270","11/25/2015","EarlySalary.com","Mobile App based Loan disbursement platform","Unknown","Mumbai","Ashok Agarwal","Seed Funding","1500000.0"
"2271","11/25/2015","Tooler","On Demand Laundry Services App","Unknown","New Delhi","Raghu Khanna, Sameer Gupta","Seed Funding","110000.0"
"2272","11/25/2015","S Chand","Education Content Provider","Unknown","New Delhi","IFC Everstone Group","Private Equity","27000000.0"
"2273","11/26/2015","Stelae","Content Management Software Solutions","Unknown","Chennai","Earlsfield Capital","Private Equity",""
"2274","11/26/2015","GoQii","Fitness Tracking Management Solutions","Unknown","Mumbai","New Enterprise Associates, Cheetah Mobile","Private Equity","13400000.0"
"2275","11/26/2015","Grofers","Hyper-local Grocery Delivery platform","Unknown","Gurugram","Softbank, Tiger Global, Sequoia Capital, Apoletto Managers","Private Equity","120000000.0"
"2276","11/26/2015","Pluss","Hyperlocal healthcare product Delivery Service provider","Unknown","Gurugram","IDG Ventures, M & S partners, Powerhouse Ventures (USA).","Private Equity","1000000.0"
"2277","11/26/2015","KountMoney","Online Lending Marketplace","Unknown","Bengaluru","Tracxn, Ashish Goenka & Others","Seed Funding",""
"2278","11/27/2015","StayGlad","On Demand Beauty Services Platform","Unknown","Bengaluru","Bessemer Venture Partners, Anil Chopra","Private Equity",""
"2279","11/27/2015","JustRide","Self Driven Rental Car Platform","Unknown","Mumbai","Unknown","Private Equity","2000000.0"
"2280","11/27/2015","Fastudent","Education Content etailer","Unknown","Noida","Ashish Gupta","Seed Funding",""
"2281","11/27/2015","LearnOn","Clud based Learning platform","Unknown","Chennai","JMR Infotech India Pvt Ltd","Seed Funding",""
"2282","11/27/2015","Talentrack","Talent Exchange & Talent Services Marketplace","Unknown","New Delhi","Unigrowth Inc","Seed Funding",""
"2283","11/28/2015","M-TAXI","Two-Wheeler Taxi Service","Unknown","Gurugram","Mandeep Singh, Jairaj Singh","Seed Funding",""
"2284","11/30/2015","Baxi","Two-Wheeler Taxi Service","Unknown","Gurugram","Manish Kheterpal, Alok Mittal,\\xc2\\xa0 Puneet Dalmia,","Seed Funding","1450000.0"
"2285","11/30/2015","Superhero Brands","character merchandize sales platform","Unknown","Mumbai","DSG Consumer Partners","Seed Funding","540000.0"
"2286","11/30/2015","MoMagic","Mobile Application Developer","Unknown","New Delhi","FIH Mobile Ltd","Private Equity",""
"2287","11/30/2015","QikPod","Ecommerce Delivery locker services","Unknown","Bengaluru","Flipkart, Accel Partners, Delhivery, Foxconn","Private Equity","9000000.0"
